city_ascii,lat,lng,country
Ribeirao das Neves,-19.7669,-44.0869,Brazil
Soledad de Graciano Sanchez,22.1833,-100.9333,Mexico
Bonn,50.7339,7.0997,Germany
Kamarhati,22.6700,88.3700,India
Maebashi,36.3833,139.0667,Japan
Thessaloniki,40.6403,22.9356,Greece
Ganca,40.6828,46.3606,Azerbaijan
Mymensingh,24.7504,90.3800,Bangladesh
Santa Ana,33.7366,-117.8819,United States
Flint,43.0235,-83.6922,United States
Kendari,-3.9675,122.5947,Indonesia
Thai Nguyen,21.6000,105.8500,Vietnam
Smolensk,54.7828,32.0453,Russia
Asahikawa,43.7706,142.3650,Japan
Islip,40.7384,-73.1887,United States
Dahuk,36.8500,42.9833,Iraq
Wonju,37.3417,127.9208,South Korea
Mathura,27.5035,77.6722,India
Nakuru,-0.2833,36.0667,Kenya
Lafia,8.5000,8.5167,Nigeria
Koriyama,37.4128,140.2950,Japan
Bamiantong,44.9164,130.5212,China
Patiala,30.3204,76.3850,India
Taourirt,34.4100,-2.8900,Morocco
Izmir,38.4127,27.1384,Turkey
Vung Tau,10.4042,107.1417,Vietnam
Cabanatuan City,15.4833,120.9667,Philippines
Markham,43.8767,-79.2633,Canada
Saugor,23.8300,78.7100,India
Pelotas,-31.7719,-52.3428,Brazil
Roodepoort,-26.1625,27.8725,South Africa
Volzhskiy,48.7833,44.7667,Russia
Bijapur,16.8244,75.7154,India
Sukabumi,-6.9197,106.9272,Indonesia
Fayetteville,35.0846,-78.9776,United States
Ulanhot,46.0726,122.0719,China
Yunzhong,39.8143,113.0946,China
Cotabato,7.2167,124.2500,Philippines
Al Fallujah,33.3500,43.7833,Iraq
Kochi,33.5589,133.5314,Japan
Minna,9.6139,6.5569,Nigeria
Boa Vista,2.8200,-60.6719,Brazil
Cluj-Napoca,46.7800,23.5594,Romania
Canoas,-29.9200,-51.1800,Brazil
Gwangmyeongni,37.4772,126.8664,South Korea
Bari,41.1253,16.8667,Italy
Pucallpa,-8.3833,-74.5500,Peru
Yildirim,40.1878,29.0822,Turkey
Kuching,1.5397,110.3542,Malaysia
Tepic,21.5083,-104.8931,Mexico
Caucaia,-3.7328,-38.6558,Brazil
Gonder,12.6000,37.4667,Ethiopia
Uberaba,-19.7478,-47.9319,Brazil
Jackson,32.3163,-90.2124,United States
Mekele,13.4969,39.4769,Ethiopia
Santa Rosa,38.4458,-122.7067,United States
Gonaives,19.4456,-72.6883,Haiti
Guasave,25.5744,-108.4706,Mexico
Lansing,42.7142,-84.5601,United States
Naha,26.2122,127.6789,Japan
Binxian,35.0364,108.0764,China
San Juan,18.4037,-66.0636,Puerto Rico
Lexington,38.0423,-84.4587,United States
Hotan,37.1012,79.9327,China
Dongyang,29.2785,120.2282,China
Ciudad del Este,-25.5167,-54.6167,Paraguay
Kaiyuan,23.7147,103.2585,China
Temara,33.9234,-6.9076,Morocco
Uige,-7.6087,15.0613,Angola
Cordoba,37.8845,-4.7796,Spain
Camaguey,21.3786,-77.9186,Cuba
Ann Arbor,42.2755,-83.7312,United States
San Salvador de Jujuy,-24.1856,-65.2994,Argentina
Timisoara,45.7597,21.2300,Romania
Al Kut,32.4907,45.8304,Iraq
Shahjanpur,27.8804,79.9050,India
Cherepovets,59.1333,37.9167,Russia
San Miguelito,9.0330,-79.5000,Panama
Menongue,-14.6556,17.6842,Angola
Junagadh,21.5200,70.4700,India
Katsina,12.9889,7.6008,Nigeria
Henderson,36.0133,-115.0380,United States
Poltava,49.5744,34.5686,Ukraine
Maroua,10.5823,14.3275,Cameroon
Kaech'on,39.6986,125.9061,North Korea
Asan,36.3500,126.9167,South Korea
Tehuacan,18.4617,-97.3928,Mexico
Coatzacoalcos,18.1500,-94.4333,Mexico
Nukus,42.4647,59.6022,Uzbekistan
Huntsville,34.6988,-86.6412,United States
Oskemen,49.9900,82.6149,Kazakhstan
Nantes,47.2181,-1.5528,France
Zalantun,48.0033,122.7365,China
Trichur,10.5200,76.2100,India
Binangonan,14.4514,121.1919,Philippines
Cirebon,-6.7167,108.5667,Indonesia
Munster,51.9625,7.6256,Germany
Az Zaqaziq,30.5833,31.5167,Egypt
Boaco,12.4667,-85.6667,Nicaragua
Ca Mau,9.1833,105.1500,Vietnam
Toshima,35.7333,139.7167,Japan
Vologda,59.2167,39.9000,Russia
Saransk,54.1833,45.1833,Russia
Mobile,30.6783,-88.1162,United States
Barddhaman,23.2500,87.8500,India
Tanza,14.3944,120.8531,Philippines
Bor,6.2167,31.5500,South Sudan
Kasur,31.1167,74.4500,Pakistan
Yakou,33.2937,113.5203,China
Orel,52.9686,36.0694,Russia
Shahr-e Qods,35.7214,51.1089,Iran
Safi,32.2833,-9.2333,Morocco
Gungoren,41.0350,28.8575,Turkey
Guaruja,-23.9936,-46.2564,Brazil
Playa del Carmen,20.6275,-87.0811,Mexico
Purnea,25.7800,87.4700,India
Datang,22.9481,113.9276,China
Zarzal,4.3942,-76.0703,Colombia
Fort Collins,40.5478,-105.0656,United States
Port Elizabeth,-33.9581,25.6000,South Africa
Asheville,35.5704,-82.5536,United States
Santa Clarita,34.4175,-118.4964,United States
Gorgan,36.8300,54.4800,Iran
Quy Nhon,13.7696,109.2314,Vietnam
Sambalpur,21.4704,83.9701,India
Mannheim,49.4878,8.4661,Germany
Yakutsk,62.0272,129.7319,Russia
Yokkaichi,34.9667,136.6167,Japan
Ponta Grossa,-25.0950,-50.1619,Brazil
Catania,37.5027,15.0873,Italy
Chalco,19.2647,-98.8975,Mexico
Karlsruhe,49.0167,8.4000,Germany
Shahriar,35.6597,51.0592,Iran
Kurgan,55.4408,65.3411,Russia
Kasugai,35.2477,136.9724,Japan
Sariwon,38.5039,125.7589,North Korea
St. Catharines,43.1833,-79.2333,Canada
Matadi,-5.8167,13.4833,Congo (Kinshasa)
Niagara Falls,43.0600,-79.1067,Canada
Firozabad,27.1500,78.3949,India
St. Paul,44.9477,-93.1040,United States
Vladikavkaz,43.0400,44.6775,Russia
Hisar,29.1489,75.7367,India
Puerto La Cruz,10.2167,-64.6167,Venezuela
Puerto Princesa,9.7500,118.7500,Philippines
Podolsk,55.4311,37.5456,Russia
Meguro,35.6333,139.6833,Japan
Ciudad Victoria,23.7333,-99.1333,Mexico
Ciudad Santa Catarina,25.6833,-100.4500,Mexico
Vaughan,43.8333,-79.5000,Canada
Awasa,7.0500,38.4667,Ethiopia
Oakashicho,34.6431,134.9975,Japan
Pekalongan,-6.8883,109.6753,Indonesia
Kurume,33.3167,130.5167,Japan
Vila Nova de Gaia,41.1333,-8.6167,Portugal
Curepipe,-20.3162,57.5166,Mauritius
Paulista,-7.9408,-34.8728,Brazil
Oaxaca,17.0606,-96.7253,Mexico
Armenia,4.5389,-75.6725,Colombia
Akita,39.7197,140.1025,Japan
Awka,6.2000,7.0667,Nigeria
San Bernardo,-33.6000,-70.7167,Chile
Iksan,35.9439,126.9544,South Korea
Taubate,-23.0333,-45.5500,Brazil
Antioch,37.9789,-121.7958,United States
Lakeland,28.0556,-81.9545,United States
Mardan,34.1958,72.0447,Pakistan
Soc Trang,9.6000,105.9719,Vietnam
Mbeya,-8.9000,33.4500,Tanzania
San Juan del Rio,20.3833,-99.9833,Mexico
Popayan,2.4411,-76.6061,Colombia
Praia Grande,-24.0058,-46.4028,Brazil
Qianzhou,28.3185,109.7318,China
Newcastle,55.0077,-1.6578,United Kingdom
Ciudad General Escobedo,25.7933,-100.1583,Mexico
Coatepeque,14.7000,-91.8667,Guatemala
Quzhou,28.9545,118.8763,China
Tampico,22.2553,-97.8686,Mexico
Bialystok,53.1167,23.1667,Poland
Merida,8.5833,-71.1333,Venezuela
Murmansk,68.9667,33.0833,Russia
Ar Raqqah,35.9500,39.0100,Syria
Linhai,28.8523,121.1409,China
Jember,-8.1727,113.6873,Indonesia
Valladolid,41.6528,-4.7236,Spain
Bahia Blanca,-38.7167,-62.2667,Argentina
Central Coast,-33.3000,151.2000,Australia
Rampur,28.7880,79.0190,India
Iskenderun,36.5804,36.1700,Turkey
Al Mubarraz,25.4416,49.6642,Saudi Arabia
Petropolis,-22.5050,-43.1789,Brazil
Al Kharj,24.1556,47.3120,Saudi Arabia
Navotas,14.6667,120.9417,Philippines
Chernihiv,51.4939,31.2947,Ukraine
Yangsan,35.3386,129.0386,South Korea
Comilla,23.4500,91.2000,Bangladesh
Pachuca,20.1000,-98.7500,Mexico
Augsburg,48.3717,10.8983,Germany
Bradford,53.8000,-1.7500,United Kingdom
Oyster Bay,40.7845,-73.5139,United States
Tagum,7.4478,125.8078,Philippines
Valparaiso,-33.0458,-71.6197,Chile
Silang,14.2306,120.9750,Philippines
Limeira,-22.5647,-47.4017,Brazil
Rangpur,25.7500,89.2444,Bangladesh
Vigo,42.2314,-8.7124,Spain
Kocaeli,40.7656,29.9406,Turkey
Montpellier,43.6119,3.8772,France
Bali,22.6500,88.3400,India
Panipat,29.3833,76.9667,India
Ismailia,30.5833,32.2667,Egypt
Vila Teixeira da Silva,-12.1958,15.8556,Angola
Delmas,18.5500,-72.3000,Haiti
Mabalacat,15.2167,120.5833,Philippines
Batna,35.5500,6.1667,Algeria
Aizawl,23.7333,92.7167,India
Kunp'o,37.3675,126.9469,South Korea
Tambov,52.7167,41.4333,Russia
Thies,14.7833,-16.9167,Senegal
Iasi,47.1622,27.5889,Romania
Pendik,40.8775,29.2514,Turkey
Nottingham,52.9533,-1.1500,United Kingdom
Santa Maria,14.8183,120.9563,Philippines
Groznyy,43.3125,45.6986,Russia
Kherson,46.6333,32.6000,Ukraine
Santarem,-2.4428,-54.7078,Brazil
Bafoussam,5.4667,10.4167,Cameroon
Hong'an,47.2100,123.6100,China
Resistencia,-27.4514,-58.9867,Argentina
Brasov,45.6500,25.6000,Romania
Juliaca,-15.4908,-70.1269,Peru
Graz,47.0708,15.4386,Austria
Itagui,6.1726,-75.6096,Colombia
Karimnagar,18.4333,79.1500,India
San Lorenzo,-25.3431,-57.5094,Paraguay
Sumida,35.7000,139.8167,Japan
Sekondi,4.9433,-1.7040,Ghana
Morioka,39.6833,141.1500,Japan
Setif,36.1900,5.4100,Algeria
Trenton,40.2236,-74.7641,United States
Atyrau,47.1167,51.8833,Kazakhstan
Ipswich,52.0594,1.1556,United Kingdom
Kaunas,54.9000,23.9333,Lithuania
Adana,37.0000,35.3250,Turkey
Hulin,45.7671,132.9646,China
Lincoln,40.8090,-96.6788,United States
Bhuj,23.2504,69.8100,India
Farg`ona,40.3864,71.7864,Uzbekistan
Ichalkaranji,16.7000,74.4700,India
Strasbourg,48.5833,7.7458,France
Springfield,37.1943,-93.2916,United States
Anchorage,61.1508,-149.1091,United States
Punto Fijo,11.7167,-70.1833,Venezuela
Sincelejo,9.2994,-75.3958,Colombia
Plano,33.0502,-96.7487,United States
Ibaraki,34.8164,135.5686,Japan
Irvine,33.6772,-117.7738,United States
Camacari,-12.6978,-38.3239,Brazil
San Cristobal,7.7682,-72.2322,Venezuela
Bolton,53.5780,-2.4290,United Kingdom
San Pablo,14.0700,121.3250,Philippines
Suzano,-23.5428,-46.3108,Brazil
Korhogo,9.4578,-5.6294,Côte d'Ivoire
Hospet,15.2667,76.4000,India
Bhatinda,30.2133,74.9519,India
Cascavel,-24.9558,-53.4550,Brazil
Ostrava,49.8356,18.2925,Czechia
Tacna,-18.0556,-70.2483,Peru
Constanta,44.1733,28.6383,Romania
Haifa,32.8000,34.9833,Israel
Davenport,41.5563,-90.6052,United States
Fukushima,37.7608,140.4733,Japan
Barinas,8.6226,-70.2075,Venezuela
Coro,11.3950,-69.6816,Venezuela
Bago,17.3433,96.4981,Myanmar
Fuquan,26.7039,107.5087,China
Tongchuanshi,35.0800,109.0300,China
Sannai,24.1600,80.8300,India
Huozhou,36.5726,111.7176,China
Temuco,-38.7399,-72.5901,Chile
Sterlitamak,53.6333,55.9500,Russia
Rockford,42.2597,-89.0641,United States
Tegal,-6.8667,109.1333,Indonesia
Ica,-14.0667,-75.7333,Peru
Lucena,13.9333,121.6167,Philippines
Osh,40.5333,72.7833,Kyrgyzstan
Newark,40.7245,-74.1725,United States
Jining,41.0300,113.0800,China
Chuncheon,37.8747,127.7342,South Korea
Malard,35.6658,50.9767,Iran
Pematangsiantar,2.9600,99.0600,Indonesia
Long Xuyen,10.3686,105.4234,Vietnam
Petrozavodsk,61.7833,34.3500,Russia
South Bend,41.6767,-86.2696,United States
Bukhara,39.7747,64.4286,Uzbekistan
Shreveport,32.4656,-93.7956,United States
Sumbe,-11.2052,13.8417,Angola
Viet Tri,21.3136,105.3947,Vietnam
Wiesbaden,50.0825,8.2400,Germany
Cherkasy,49.4444,32.0597,Ukraine
Sunderland,54.9060,-1.3810,United Kingdom
Barasat,22.7200,88.4800,India
Kostroma,57.7667,40.9333,Russia
Zhuji,29.7169,120.2314,China
Round Lake Beach,42.3790,-88.0811,United States
Gyeongsan,35.8167,128.7333,South Korea
Los Alcarrizos,18.5167,-70.0167,Dominican Republic
Governador Valadares,-18.8508,-41.9489,Brazil
Taboao da Serra,-23.6019,-46.7528,Brazil
San Mateo,14.6969,121.1219,Philippines
Katowice,50.2500,19.0000,Poland
Shaowu,27.3417,117.4869,China
Sfax,34.7400,10.7600,Tunisia
Nizhnevartovsk,60.9389,76.5950,Russia
Linxia Chengguanzhen,35.6000,103.2167,China
Dire Dawa,9.5833,41.8667,Ethiopia
Khmelnytskyi,49.4200,27.0000,Ukraine
Owo,7.1664,5.5800,Nigeria
Southampton,50.9025,-1.4042,United Kingdom
Savannah,32.0281,-81.1784,United States
Posadas,-27.3667,-55.8969,Argentina
Gatineau,45.4833,-75.6500,Canada
Windsor,42.2833,-83.0000,Canada
Mbandaka,0.0486,18.2603,Congo (Kinshasa)
Myrtle Beach,33.7096,-78.8843,United States
Malmo,55.5833,13.0333,Sweden
Kunsan,35.9786,126.7114,South Korea
Qarshi,38.8667,65.8000,Uzbekistan
Kafr ad Dawwar,31.1339,30.1297,Egypt
Chula Vista,32.6281,-117.0145,United States
Maradi,13.5000,7.1000,Niger
Ratlam,23.3167,75.0667,India
Yeosu,34.7607,127.6622,South Korea
Crato,-7.4639,-63.0400,Brazil
Tsu,34.7186,136.5056,Japan
Eugene,44.0563,-123.1173,United States
Bijiao,22.9311,113.2018,China
Palmas,-10.2128,-48.3603,Brazil
Craiova,44.3333,23.8167,Romania
Minato,35.6581,139.7514,Japan
Sorong,-0.8667,131.2500,Indonesia
Majene,-3.5336,118.9660,Indonesia
Thai Binh,20.4461,106.3422,Vietnam
Binjai,3.6000,98.4853,Indonesia
Fuchu,35.6689,139.4778,Japan
Gabela,-10.8500,14.3667,Angola
Oral,51.2225,51.3725,Kazakhstan
Dayr az Zawr,35.3333,40.1500,Syria
Brahmanbaria,23.9667,91.1000,Bangladesh
Sarta,36.5504,53.1000,Iran
Plymouth,50.3714,-4.1422,United Kingdom
Santo Domingo de los Colorados,-0.2542,-79.1719,Ecuador
Novorossiysk,44.7167,37.7667,Russia
Santa Ana,13.9833,-89.5333,El Salvador
Gombe,10.2904,11.1700,Nigeria
Gijon,43.5333,-5.7000,Spain
Espoo,60.2100,24.6600,Finland
Drug,21.1900,81.2800,India
Mito,36.3667,140.4667,Japan
Bamenda,5.9333,10.1667,Cameroon
Floridablanca,7.0697,-73.0978,Colombia
Handwara,34.4000,74.2800,India
Talisay,10.2500,123.8333,Philippines
Canton,40.8075,-81.3677,United States
Yoshkar-Ola,56.6328,47.8958,Russia
Nalchik,43.4833,43.6167,Russia
Aswan,24.0889,32.8997,Egypt
Ichihara,35.4981,140.1156,Japan
Zhytomyr,50.2544,28.6578,Ukraine
Imphal,24.8200,93.9500,India
Chernivtsi,48.2908,25.9344,Ukraine
Heroica Nogales,31.3186,-110.9458,Mexico
Sumare,-22.8219,-47.2669,Brazil
Lubbock,33.5659,-101.8878,United States
Yanbu`,24.0943,38.0493,Saudi Arabia
Sumy,50.9068,34.7992,Ukraine
Tshikapa,-6.4167,20.8000,Congo (Kinshasa)
Anantapur,14.6833,77.6000,India
Westminster,51.4947,-0.1353,United Kingdom
Reading,40.3400,-75.9267,United States
Winter Haven,28.0118,-81.7017,United States
Myeik,12.4394,98.6003,Myanmar
Maraba,-5.3689,-49.1178,Brazil
Salem,44.9231,-123.0246,United States
Yao,34.6269,135.6008,Japan
Barueri,-23.5111,-46.8764,Brazil
Djelfa,34.6667,3.2500,Algeria
Suncheon,34.9506,127.4875,South Korea
Jalalabad,34.4303,70.4528,Afghanistan
St. Petersburg,27.7931,-82.6652,United States
Engels,51.4667,46.1167,Russia
Malolos,14.8433,120.8114,Philippines
Wenling,28.3797,121.3718,China
Oruro,-17.9667,-67.1167,Bolivia
Nogales,31.1833,-111.0000,Mexico
Dezful,32.3878,48.4033,Iran
Sao Jose dos Pinhais,-25.5350,-49.2058,Brazil
Lafayette,30.2084,-92.0323,United States
Kyongju,35.8500,129.2167,South Korea
Nagaoka,37.4333,138.8333,Japan
Dumai,1.6667,101.4500,Indonesia
Taluqan,36.7167,69.5167,Afghanistan
Gent,51.0536,3.7253,Belgium
Damanhur,31.0500,30.4667,Egypt
Nawabshah,26.2442,68.4100,Pakistan
Volta Redonda,-22.5231,-44.1042,Brazil
Annaba,36.9000,7.7667,Algeria
Laredo,27.5629,-99.4875,United States
Kakogawacho-honmachi,34.7569,134.8414,Japan
Wollongong,-34.4331,150.8831,Australia
Bordeaux,44.8400,-0.5800,France
Nonthaburi,13.8667,100.5167,Thailand
Jersey City,40.7161,-74.0682,United States
Marilao,14.7581,120.9481,Philippines
Venice,45.4397,12.3319,Italy
Quang Ngai,15.1206,108.7922,Vietnam
Concord,35.3933,-80.6366,United States
Olongapo,14.8333,120.2833,Philippines
Ciudad Benito Juarez,25.6500,-100.0833,Mexico
Gelsenkirchen,51.5167,7.1000,Germany
Hiratsuka,35.3231,139.3422,Japan
Columbus,32.5100,-84.8771,United States
Monchengladbach,51.2000,6.4333,Germany
Chandler,33.2826,-111.8516,United States
Fukui,36.0641,136.2196,Japan
Soka,35.8256,139.8056,Japan
Kunduz,36.7280,68.8725,Afghanistan
Kingston upon Hull,53.7444,-0.3325,United Kingdom
Mossoro,-5.1878,-37.3439,Brazil
Wutong,30.6326,120.5474,China
Misratah,32.3778,15.0901,Libya
Derby,52.9217,-1.4769,United Kingdom
Verona,45.4386,10.9928,Italy
Etawah,26.7855,79.0150,India
Huayin,34.5664,110.0866,China
McKinney,33.2015,-96.6669,United States
Scottsdale,33.6872,-111.8651,United States
Killeen,31.0754,-97.7296,United States
Bergen,60.3925,5.3233,Norway
Tallahassee,30.4551,-84.2526,United States
Horlivka,48.3336,38.0925,Ukraine
Antsirabe,-19.8667,47.0333,Madagascar
Ondo,7.0904,4.8400,Nigeria
Ap Da Loi,11.9304,108.4200,Vietnam
Foz do Iguacu,-25.5400,-54.5875,Brazil
Bunkyo-ku,35.7167,139.7500,Japan
Peoria,40.7520,-89.6153,United States
Gravatai,-29.9433,-50.9939,Brazil
Chiayi,23.4800,120.4497,Taiwan
Kediri,-7.8111,112.0047,Indonesia
Damaturu,11.7803,11.9786,Nigeria
Tokushima,34.0667,134.5500,Japan
Arua,3.0300,30.9100,Uganda
Turmero,10.2283,-67.4753,Venezuela
Wilmington,34.2100,-77.8866,United States
Raichur,16.2000,77.3667,India
Kuala Terengganu,5.3303,103.1408,Malaysia
Daloa,6.8900,-6.4500,Côte d'Ivoire
San Pedro Carcha,15.4768,-90.3120,Guatemala
Mocamedes,-15.1953,12.1508,Angola
La Paz,24.1422,-110.3108,Mexico
Montgomery,32.3473,-86.2666,United States
Wolverhampton,52.5833,-2.1333,United Kingdom
Gilbert,33.3101,-111.7463,United States
Rishon LeZiyyon,31.9711,34.7894,Israel
Vitoria-Gasteiz,42.8500,-2.6833,Spain
Kutahya,39.4242,29.9833,Turkey
Bharatpur,27.2172,77.4900,India
Shinozaki,33.9500,130.9333,Japan
Goma,-1.6794,29.2336,Congo (Kinshasa)
Tacloban,11.2444,125.0039,Philippines
Rach Gia,10.0125,105.0808,Vietnam
Kanggye,40.9667,126.6000,North Korea
Taganrog,47.2333,38.9000,Russia
Varzea Grande,-15.6500,-56.1400,Brazil
El Fasher,13.6300,25.3500,Sudan
Las Condes,-33.4167,-70.5833,Chile
Glendale,33.5791,-112.2311,United States
Santiago del Estero,-27.7844,-64.2669,Argentina
Hakodate,41.7686,140.7289,Japan
Begusarai,25.4200,86.1300,India
North Las Vegas,36.2880,-115.0901,United States
A Coruna,43.3667,-8.3833,Spain
Sonipat,28.9958,77.0114,India
Stoke-on-Trent,53.0000,-2.1833,United Kingdom
Los Teques,10.3411,-67.0406,Venezuela
Jinshi,29.6334,111.8746,China
Chofugaoka,35.6506,139.5408,Japan
Iwo,7.6300,4.1800,Nigeria
Higuey,18.6181,-68.7111,Dominican Republic
Juazeiro do Norte,-7.2128,-39.3150,Brazil
Bata,1.8650,9.7700,Equatorial Guinea
Al Minya,28.0833,30.7500,Egypt
Babol,36.5500,52.6833,Iran
Komsomol'sk-na-Amure,50.5500,137.0000,Russia
Aachen,50.7762,6.0838,Germany
Rivne,50.6197,26.2514,Ukraine
Galati,45.4233,28.0425,Romania
Al Bayda',32.7628,21.7550,Libya
Kurmuk,10.5563,34.2848,Sudan
Shibuya-ku,35.6583,139.7014,Japan
Thu Dau Mot,11.0042,106.6583,Vietnam
Braunschweig,52.2692,10.5211,Germany
Manzhouli,49.5881,117.4525,China
Gdynia,54.5189,18.5319,Poland
Palangkaraya,-2.2100,113.9200,Indonesia
Hafr al Batin,28.4337,45.9601,Saudi Arabia
Chigasaki,35.3339,139.4047,Japan
Sahiwal,30.6706,73.1064,Pakistan
Kiel,54.3233,10.1394,Germany
Shrirampur,22.7500,88.3400,India
Portsmouth,50.8058,-1.0872,United Kingdom
Sibu,2.3000,111.8167,Malaysia
Yato,35.4693,139.4616,Japan
Parana,-31.7444,-60.5175,Argentina
Santa Clara,22.4067,-79.9531,Cuba
Yamagata,38.2500,140.3333,Japan
Imperatriz,-5.5258,-47.4758,Brazil
Oruro,-17.9799,-67.1300,Bolivia
Merlo,-34.6653,-58.7275,Argentina
Tsukuba-kenkyugakuen-toshi,36.0333,140.0667,Japan
Barnsley,53.5547,-1.4791,United Kingdom
Syktyvkar,61.6667,50.8167,Russia
Khimki,55.8892,37.4450,Russia
Biratnagar,26.4833,87.2833,Nepal
Saskatoon,52.1333,-106.6833,Canada
Abertawe,51.6167,-3.9500,United Kingdom
Jessore,23.1704,89.2000,Bangladesh
Beichengqu,40.4348,113.1565,China
Tuy Hoa,13.0869,109.3086,Vietnam
Hapur,28.7437,77.7628,India
Chesapeake,36.6778,-76.3024,United States
Fuji,35.1614,138.6764,Japan
Chemnitz,50.8333,12.9167,Germany
Mokpo,34.7936,126.3886,South Korea
Avcilar,40.9792,28.7214,Turkey
Tanga,-5.0667,39.1000,Tanzania
Santa Maria,-29.6839,-53.8069,Brazil
Sabzevar,36.2167,57.6667,Iran
Ramgundam,18.8000,79.4500,India
Bahir Dar,11.5850,37.3900,Ethiopia
Porto,41.1495,-8.6108,Portugal
Baruta,10.4335,-66.8754,Venezuela
Sapele,5.8261,5.6536,Nigeria
Sasebo,33.1800,129.7156,Japan
Myitkyina,25.3867,97.3936,Myanmar
Barnstable,41.6722,-70.3599,United States
Haeju,38.0333,125.7167,North Korea
Petah Tiqwa,32.0833,34.8833,Israel
Norfolk,36.8945,-76.2590,United States
Gonzalez Catan,-34.7708,-58.6464,Argentina
Diaobingshancun,42.4391,123.5426,China
Tarapoto,-6.4833,-76.3667,Peru
Zhangping,25.2938,117.4148,China
Sao Carlos,-22.0178,-47.8908,Brazil
Aarhus,56.1572,10.2107,Denmark
Fremont,37.5265,-121.9852,United States
Ipatinga,-19.4678,-42.5369,Brazil
Anju,39.6167,125.6667,North Korea
Shanhu,29.5908,120.8176,China
Narayanganj,23.6167,90.5000,Bangladesh
Monclova,26.9103,-101.4222,Mexico
Kennewick,46.1978,-119.1732,United States
Atushi,39.7114,76.1753,China
Chimoio,-19.1167,33.4500,Mozambique
Limassol,34.6750,33.0443,Cyprus
Novo Hamburgo,-29.6778,-51.1308,Brazil
Garland,32.9100,-96.6305,United States
Irving,32.8584,-96.9702,United States
Lille,50.6278,3.0583,France
Arakawa,35.7333,139.7833,Japan
Longueuil,45.5333,-73.5167,Canada
Halle,51.4828,11.9697,Germany
Kosice,48.7167,21.2500,Slovakia
Viamao,-30.0808,-51.0228,Brazil
Matsumoto,36.2381,137.9719,Japan
Banda Aceh,5.5500,95.3175,Indonesia
Shenmu,38.8270,110.4990,China
Springs,-26.2547,28.4428,South Africa
Taiping,4.8500,100.7333,Malaysia
Zinder,13.8000,8.9833,Niger
As Sib,23.6802,58.1825,Oman
P'yong-dong,39.2500,125.8500,North Korea
Ivano-Frankivsk,48.9228,24.7106,Ukraine
Lishui,28.4500,119.9167,China
Quilmes,-34.7167,-58.2667,Argentina
Wuyishan,27.7562,118.0267,China
Amol,36.4669,52.3569,Iran
Mirpur Khas,25.5269,69.0111,Pakistan
Pathein,16.7667,94.7333,Myanmar
Nizhnekamsk,55.6333,51.8167,Russia
Visalia,36.3276,-119.3269,United States
Al Jubayl,27.0046,49.6460,Saudi Arabia
Neya,34.7661,135.6281,Japan
Chishui,28.5902,105.6946,China
Centurion,-25.8603,28.1894,South Africa
Uluberiya,22.4700,88.1100,India
Atlantic City,39.3797,-74.4527,United States
Pakdasht,35.4817,51.6803,Iran
Shakhty,47.7000,40.2333,Russia
Magdeburg,52.1317,11.6392,Germany
Ibb,13.9759,44.1709,Yemen
Abha,18.2167,42.5000,Saudi Arabia
Garoua,9.3000,13.4000,Cameroon
Bole,44.8980,82.0726,China
Ganda,-13.0167,14.6333,Angola
Najafabad,32.6342,51.3667,Iran
Bayamo,20.3817,-76.6428,Cuba
Puducherry,11.9300,79.8300,India
Porbandar,21.6425,69.6047,India
Kamianske,48.5076,34.6132,Ukraine
Borujerd,33.8972,48.7514,Iran
Paradise,36.0807,-115.1369,United States
Singaraja,-8.1167,115.0833,Indonesia
Elche,38.2669,-0.6983,Spain
Macae,-22.3708,-41.7869,Brazil
Miri,4.4028,113.9933,Malaysia
Machala,-3.2667,-79.9667,Ecuador
Granada,37.1781,-3.6008,Spain
Bo,7.9564,-11.7400,Sierra Leone
Messina,38.1936,15.5542,Italy
Eindhoven,51.4344,5.4842,Netherlands
Nashua,42.7491,-71.4910,United States
San Cristobal,18.4167,-70.1333,Dominican Republic
Arapiraca,-9.7500,-36.6500,Brazil
Okara,30.8100,73.4597,Pakistan
Badalona,41.4333,2.2333,Spain
Arlington,38.8786,-77.1011,United States
Saidpur,25.8004,89.0000,Bangladesh
Hialeah,25.8696,-80.3046,United States
York,39.9651,-76.7315,United States
Saga,33.2667,130.3000,Japan
Burnaby,49.2667,-122.9667,Canada
Meycauayan,14.7333,120.9500,Philippines
Rancagua,-34.1654,-70.7398,Chile
Freiburg im Breisgau,47.9950,7.8500,Germany
Kasukabe,35.9753,139.7525,Japan
Dzerzhinsk,56.2333,43.4500,Russia
Marilia,-22.2139,-49.9458,Brazil
Bratsk,56.1520,101.6330,Russia
Barishal,22.7000,90.3667,Bangladesh
Jiayuguan,39.8112,98.2862,China
Eloy Alfaro,-2.1733,-79.8311,Ecuador
Indaiatuba,-23.0903,-47.2181,Brazil
Envigado,6.1719,-75.5803,Colombia
Guadalupe,22.7528,-102.5078,Mexico
Ageoshimo,35.9775,139.5933,Japan
Qarchak,35.4394,51.5689,Iran
Toluca,19.2925,-99.6569,Mexico
Ormoc,11.0167,124.6167,Philippines
Neuquen,-38.9573,-68.0455,Argentina
Banfield,-34.7500,-58.3833,Argentina
Americana,-22.7389,-47.3308,Brazil
Fresnillo,23.1750,-102.8675,Mexico
Singkawang,0.9000,108.9833,Indonesia
